Arc Warden, Tidehunter, -0.51%
Arc Warden, Timbersaw, -0.65%
Arc Warden, Bloodseeker, -0.67%
Arc Warden, Bristleback, -0.72%
Arc Warden, Juggernaut, -0.77%
Arc Warden, Tusk, -0.88%
Arc Warden, Magnus, -0.94%
Arc Warden, Wraith King, -0.98%
Arc Warden, Faceless Void, -1.02%
Arc Warden, Riki, -1.11%
Arc Warden, Pudge, -1.17%
Arc Warden, Centaur Warrunner, -1.25%
Arc Warden, Warlock, -1.29%
Arc Warden, Nature's Prophet, -1.34%
Arc Warden, Dark Seer, -1.44%
Arc Warden, Oracle, -1.51%
Arc Warden, Lich, -1.58%
Arc Warden, Batrider, -1.64%
Arc Warden, Legion Commander, -1.76%
Arc Warden, Morphling, -1.79%
Arc Warden, Alchemist, -1.92%
Arc Warden, Phantom Assassin, -1.98%
Arc Warden, Spirit Breaker, -2.02%
Arc Warden, Bounty Hunter, -2.20%
Arc Warden, Storm Spirit, -2.45%
Arc Warden, Lifestealer, -2.46%
Arc Warden, Slark, -2.52%
Arc Warden, Abaddon, -2.83%
Arc Warden, Io, -2.86%
Arc Warden, Naga Siren, -2.99%
Arc Warden, Anti-Mage, -3.05%
Arc Warden, Huskar, -3.08%
Arc Warden, Lycan, -3.08%
Arc Warden, Visage, -3.81%
Arc Warden, Chaos Knight, -4.15%
Arc Warden, Meepo, -4.47%
Arc Warden, Phantom Lancer, -4.85%
Arc Warden, Chen, -7.45%
Arc Warden, Broodmother, -8.63%
Axe, Phantom Lancer, 4.17%
Axe, Terrorblade, 3.28%
Axe, Visage, 2.96%
Axe, Anti-Mage, 2.96%
Axe, Chaos Knight, 2.48%
Axe, Beastmaster, 1.94%
Axe, Broodmother, 1.83%
Axe, Troll Warlord, 1.64%
Axe, Phantom Assassin, 1.55%
Axe, Faceless Void, 1.48%
Axe, Naga Siren, 1.42%
Axe, Meepo, 1.34%
Axe, Windranger, 1.16%
Axe, Clinkz, 1.13%
Axe, Dark Willow, 0.91%
Axe, Brewmaster, 0.88%
Axe, Juggernaut, 0.85%
Axe, Weaver, 0.85%
Axe, Drow Ranger, 0.76%
Axe, Vengeful Spirit, 0.75%
Axe, Bloodseeker, 0.64%
Axe, Rubick, 0.59%
Axe, Omniknight, 0.57%
Axe, Mirana, 0.51%
Axe, Sniper, 0.46%
Axe, Storm Spirit, 0.45%
Axe, Slark, 0.37%
Axe, Enchantress, 0.33%
Axe, Nyx Assassin, 0.32%
Axe, Ogre Magi, 0.27%
Axe, Crystal Maiden, 0.19%
Axe, Winter Wyvern, 0.18%
Axe, Centaur Warrunner, 0.15%
Axe, Riki, 0.13%
Axe, Templar Assassin, 0.09%
Axe, Lion, 0.09%
Axe, Night Stalker, 0.08%
Axe, Luna, 0.06%
Axe, Bane, 0.06%
Axe, Bounty Hunter, 0.04%
Axe, Huskar, 0.02%
Axe, Earthshaker, -0.04%
Axe, Slardar, -0.04%
Axe, Shadow Fiend, -0.05%
Axe, Bristleback, -0.16%
Axe, Shadow Shaman, -0.17%
Axe, Queen of Pain, -0.17%
Axe, Dazzle, -0.18%
Axe, Tinker, -0.30%
Axe, Legion Commander, -0.32%
Axe, Sven, -0.35%
Axe, Treant Protector, -0.41%
Axe, Lina, -0.53%
Axe, Arc Warden, -0.53%
Axe, Dragon Knight, -0.58%
Axe, Lycan, -0.64%
Axe, Morphling, -0.71%
Axe, Spirit Breaker, -0.71%
Axe, Tidehunter, -0.76%
Axe, Puck, -0.78%
Axe, Nature's Prophet, -0.84%
Axe, Invoker, -0.85%
Axe, Keeper of the Light, -0.89%
Axe, Underlord, -0.91%
Axe, Alchemist, -1.00%
Axe, Tusk, -1.01%
Axe, Sand King, -1.02%
Axe, Earth Spirit, -1.02%
Axe, Lich, -1.03%
Axe, Ursa, -1.03%
Axe, Oracle, -1.04%
Axe, Kunkka, -1.08%
Axe, Silencer, -1.17%
Axe, Techies, -1.19%
Axe, Enigma, -1.21%
Axe, Wraith King, -1.23%
Axe, Dark Seer, -1.26%
Axe, Pangolier, -1.26%
Axe, Skywrath Mage, -1.29%
Axe, Shadow Demon, -1.30%
Axe, Undying, -1.35%
Axe, Magnus, -1.37%
Axe, Disruptor, -1.41%
Axe, Pudge, -1.49%
Axe, Ember Spirit, -1.57%
Axe, Elder Titan, -1.65%
Axe, Abaddon, -1.75%
